"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01"
"Point Breeze","Philadelphia","PA","Philadelphia","Philadelphia",290,,,,,,,,,,,,,,,,,,,1275,1200,1195,1100,1100,1125,1050,1195,1195,1125,1100,1000,1047.5,925,1000,1072.5,1172.5,1200,1200,1200,1237.5,1250,1200,1200,1200,1212.5,1200,1237.5,1250,1100,1100,1100,1135,1200,1285,1262.5,1200,1100,1100,1095,1150,1187.5,1200,1200,1297.5,1295,1350,1362.5,1265,1200,1200,1100,1100,1150,1275,1200,1250,1375,1400,1300,1275,1250,1200,1387.5,1297.5,1350,1300,1400,1450,1495,1465,1480,1450,1410,1410,1449.5,1375,1449
"Fairmount","Philadelphia","PA","Philadelphia","Philadelphia",291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,1597.5,1700,1700,1750,1750,1697.5,1625,1600,1650,1650,1625,1600
"West Park","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",292,,,,,,,,,,,,,,2597.5,2600,2795,2822.5,2825,2700,2690,2645,2650,2625,2600,2550,2600,2537.5,2700,2550,2550,2700,2775,2625,2500,2425,2500,2525,2495,2600,2625,2625,2650,2600,2350,2600,2700,2697.5,2750,2750,2750,2700,2800,2800,2800,2900,2900,2850,2765,2900,2925,2850,2875,2800,2950,2800,2775,2895,2900,2900,2795,2700,2700,2900,2800,2775,2795,2950,2850,2700,2985,2500,2775,2950,2747.5,3000,2772.5,2797.5,2900,3125,3050,3000,2980,3000,3000,2925,2925
"Anthem","Henderson","NV","Las Vegas","Clark",293,,,,,,,,,,,,1350,1395,1312.5,1325,1437.5,1475,1400,1425,1400,1395,1400,1497.5,1495,1485,1485,1495,1400,1437.5,1537.5,1550,1550,1595,1500,1495,1500,1595,1537.5,1495,1450,1475,1495,1400,1450,1497.5,1450,1395,1395,1450,1412.5,1450,1495,1550,1672.5,1595,1500,1595,1595,1695,1700,1725,1650,1772.5,1850,1725,1650,1697.5,1725,1750,1700,1672.5,1695,1750,1625,1672.5,1672.5,1795,1695,1695,1700,1650,1595,1695,1650,1700,1850,1800,1850,1895,1800,1850,1800,1695,1650,1650,1825
"Northwood","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",294,,,,,,,,,,,,,,,,,,2500,2410,2387.5,2495,2525,2300,2275,2495,2800,2700,2500,2500,2500,2600,2500,2400,2200,2400,2680,2600,2590,2525,2595,2562.5,2595,2600,2650,2525,2590,2550,2600,2600,2600,2600,2650,2640,2700,2700,2700,2725,2825,2750,2600,2700,2800,2900,2875,2800,2900,2825,2750,2750,2750,2750,2800,2900,2850,2800,2750,2750,2800,2775,2700,2800,2850,2750,2750,2950,3000,3000,3080,3000,2950,3000,3000,2900,3000,3000,2925
"Porter Ranch","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",295,,,,,,,,,,,,,2600,2549,2600,2795,2997.5,3147.5,2950,2895,2550,2550,2490,2595,2597.5,2700,2497.5,2600,2925,2900,2700,2700,2650,2700,2650,2650,2600,2550,2700,2597.5,2850,2700,2887.5,2900,2800,2895,2725,2897.5,2875,2797.5,2795,2800,2850,2990,2900,2875,2800,2800,2825,2900,2800,2850,2850,2970,2990,2990,2920,2900,2997.5,2990,3000,2995,3050,3100,3100,3000,2872.5,3195,2970,2997.5,3280,2950,3195,2995,3000,3100,3295,3250,3150,3197.5,3200,3100,3275,3300,3197.5,3195
"Brooklyn Heights","New York","NY","New York","New York",296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550,3550,3600,3658.5,3575,3692,3696.5,3633.5,3550,3625,3650,3550,3575,3550
"Waikiki","Honolulu","HI","Urban Honolulu","Honolulu",297,,,,,,,,,1596,1600,1597,1600,1600,1600,1554.5,1544.5,1500,1550,1650,1647,1597.5,1649.5,1695,1695,1698.5,1700,1797,1700,1800,1800,1762.5,1800,1800,1800,1900,2000,1975,1900,1895,2000,2000,1900,1900,1900,1950,1900,2200,2000,2000,1950,1912.5,2137.5,2000,2125,2000,2137.5,2187.5,2137.5,2200,2500,2404,2250,2225,2100,2200,2200,2100,2200,2200,2200,2200,2347,2200,2300,2350,2200,2300,2100,2150,2150,2300,2300,2200,2100,2300,2277,2350,2300,2200,2200,2200,2200,2150,2197,2200,2250
"Northampton","Hampton","VA","Virginia Beach","Hampton City",298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1250,1200,1260,1175,1250,1150,1250,1292.5,1250,1250,1290,1250,1250,1237.5
"Back Bay","Boston","MA","Boston","Suffolk",299,,,,,,,,,,,,,,,,,,,,,,,,,3275,2850,2800,2800,3000,3000,2950,3200,3400,3400,3400,3300,3130,2980,3165,3000,3000,2919.5,2950,2900,3025,3000,3000,3000,2950,2800,2850,2850,2800,2950,2972.5,2995,3000,3000,2850,2950,2950,2900,2950,2950,2900,2995,2950,2950,2950,2985,2950,3000,3000,3100,3050,2872.5,2950,2900,2950,2899,3000,2899.5,2900,3000,3000,3125,3000,2950,3000,3000,2950,3000,3000,3025,3000,3000
"East Central","Salt Lake City","UT","Salt Lake City","Salt Lake",300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.5,1197.5,1110,1300,1350,1447.5,1400,1325,1422.5,1542.5,1372.5,1205,1200
"West Las Vegas","Las Vegas","NV","Las Vegas","Clark",301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,1000,987.5,997.5,1025,995,1000,1050,1095,1150,1095,1095,1050,1012.5
"Near North","Chicago","IL","Chicago","Cook",302,,,,,,,,,1600,1600,1841.5,1799,1700,1600,1650,1680,1800,1825,1848,1862,1860,1812.5,1802.5,1799,1790,1825,1944,1975,1950,1942,1947.5,1814,1825,1795,1807,1862.5,1975,1975,1975,1890,1925,1945,1900,1905.5,1875,1895,1850,1859,1854,1850,1895,1934,1922,1950,1960,1987,1950,1977,1922,1902,1934,1957.5,1895,1900,1930,1950,2050,2000,1924.5,1925,1950,2000,2000,1950,1983.5,1918,1901,1965,1912.5,1850,1902,1890,1858,1918,1950,1950,1950,1950,1950,1975,1950,1950,1950,1950,1925,1900
"Meadow Woods","Orlando","FL","Orlando","Orange",303,,,,,,,,,,,,,1100,1100,1100,1100,1170,1200,1200,1200,1200,1150,1200,1200,1200,1250,1195,1060,1150,1150,1195,1250,1200,1272.5,1250,1250,1250,1250,1225,1300,1325,1350,1275,1350,1375,1395,1375,1350,1350,1300,1300,1395,1400,1400,1395,1395,1400,1400,1400,1400,1400,1400,1400,1375,1450,1437.5,1437.5,1450,1450,1450,1425,1450,1495,1450,1425,1462.5,1490,1400,1400,1475,1400,1495,1449,1570,1577.5,1550,1575,1550,1550,1600,1600,1600,1600,1600,1600,1625
"Columbus Circle","New York","NY","New York","New York",304,,,,,,,,,,,,,,2700,2920,2910,2850,3000,3095,2997.5,3100,3268,3195,3195,3128.5,3150,3100,3150,3132,3200,3205,3266,3390,3400,3390,3250,3248,3250,3300,3300,3326,3300,3350,3300,3454.5,3395,3400,3400,3400,3390.5,3400,3400,3400,3400,3400,3400,3400,3400,3439,3439,3419.5,3419.5,3400,3400,3419.5,3439,3400,3400,3400,3400,3400,3400,3400,3400,3419.5,3400,3400,3400,3397.5,3400,3400,3419.5,3400,3419.5,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
"Braeswood Place","Houston","TX","Houston","Harris",305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1700,1935,1950,2000,1935,1750,1750,1650,1650,1700,1650,1700,1795,1642.5,1800,1750,1750,1800,1895,1672.5,1695,1795,1642.5,1642.5,1645,1397.5,1642.5,1562.5,1392,1537.5,1501,1650,1772.5,1877.5,1825,1800,1862.5,1919.5,1875,1880,1620,1399,1575,1500
"Uptown","Chicago","IL","Chicago","Cook",306,,,,,,,,,,,,,1395,1275,1255,1175,1100,1255,1290,1305,1295,1305,1340,1350,1420,1415,1450,1375,1225,1225,1295,1250,1250,1245,1225,1210,1210,1250,1250,1295,1295,1249,1275,1400,1400,1437.5,1395,1462.5,1485,1510,1535,1522.5,1575,1600,1600,1520,1500,1535,1500,1500,1475,1450,1350,1300,1525,1685,1650,1545,1600,1545,1535,1595,1475,1522.5,1475,1485,1520,1475,1437.5,1500,1520,1510,1500,1625,1750,1750,1667.5,1700,1650,1545,1585,1545,1485,1450,1575,1500
"Sutton Place","New York","NY","New York","New York",306,,,,,,,,,,,,,,,,,,,4200,4097.5,4195,3450,3195,3200,3200,3200,3200,3450,3625,3775,3590,3595,3500,3500,3300,3200,3300,3300,3400,3500,3400,3262.5,3200,3400,3495,3525,3525,3500,3500,3500,3500,3295,3200,3500,3500,3500,3500,3500,3495,3495,3450,3472.5,3472.5,3500,3650,3562.5,3500,3500,3500,3495,3500,3500,3500,3672.5,3500,3500,3300,3450,3300,3300,3495,3497.5,3472.5,3495,3500,3500,3500,3500,3500,3495,3450,3495,3495,3395,3495,3500
"Sand Lake","Anchorage","AK","Anchorage","Anchorage",308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1622.5,1522.5,1675,1547.5,1625,1600,1600,1522.5,1495,1750,1550,1562.5,1560,1497.5,1545
"Greenway - Upper Kirby Area","Houston","TX","Houston","Harris",309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729,1622,1667.5,1600,1642.5,1687.5,1572,1601,1650,1679,1679,1689,1690.5,1760,1775,1868,1800,1749.5,1724.5,1729,1710,1720,1800,1770,1755,1692,1696,1669,1689,1695,1692,1659.5,1659.5,1696,1720,1739.5,1775,1729,1689,1650,1679,1720,1647.5,1700,1650,1700,1700,1689,1696,1770,1699.5,1600,1679,1693.5,1675,1679.5,1722.5,1689,1669,1670,1724.5
"Lower Peters Canyon","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3250,3075,3275,3225,3200,3075,3100,3150,3000,3050,3000,3200
"Five Points","Toledo","OH","Toledo","Lucas",311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,797.5,792.5,762.5,780,785,795,812.5,800,800,795,795,797
"Sheep Mountain","Las Vegas","NV","Las Vegas","Clark",312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,1600,1695,1695,1695,1665,1600,1600,1557.5,1425,1425,1462.5,1475
"Scripps Ranch","San Diego","CA","San Diego","San Diego",313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,2260,2250,2522.5,2725,2500,2372.5,2525,2650,2672.5,2450,2650
"Springlake, University Terrace","Shreveport","LA","Shreveport","Caddo",314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,1397.5,1275,1287.5,1300,1350,1350,1247.5,1200,1200,1200,1275,1250
"Westbury","Houston","TX","Houston","Harris",315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1400,1625,1595,1615,1525,1595,1620,1650,1700,1650,1650,1625
"Bergen-Lafayette","Jersey City","NJ","New York","Hudson",316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1800,1850,1850,1800,1800,1795,1750,1600,1750,1800,1750,1850
"Westgate","Henderson","NV","Las Vegas","Clark",317,,,,,,,,,,,,,,,,,,,1472.5,1495,1395,1495,1385,1397.5,1400,1459,1425,1400,1450,1395,1400,1400,1412.5,1400,1385,1412.5,1375,1395,1350,1345,1350,1350,1395,1350,1395,1475,1400,1400,1425,1437.5,1425,1400,1400,1400,1410,1395,1395,1450,1475,1472.5,1695,1550,1475,1650,1537.5,1470,1475,1550,1550,1495,1400,1450,1500,1550,1500,1500,1625,1650,1695,1495,1495,1519.5,1400,1450,1450,1612.5,1650,1722.5,1672.5,1672.5,1695,1575,1537.5,1512.5,1500,1600
"Sandalwood","Jacksonville","FL","Jacksonville","Duval",318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385,1300,1375,1299,1395,1372.5,1475,1500,1500,1500,1500,1400,1493.5,1491,1500,1395,1500
"Tule Springs","Las Vegas","NV","Las Vegas","Clark",319,,,,,,,,,,,,,,,,1470,1450,1350,1295,1262.5,1300,1250,1295,1250,1197.5,1250,1250,1250,1250,1295,1285,1300,1295,1295,1250,1250,1250,1275,1250,1200,1225,1300,1300,1300,1300,1295,1300,1295,1295,1295,1250,1295,1300,1337.5,1347.5,1308.5,1301.5,1347.5,1337.5,1300,1300,1350,1350,1295,1350,1395,1362.5,1395,1395,1350,1395,1399.5,1312.5,1325,1272.5,1400,1322.5,1362.5,1325,1295,1350,1395,1350,1495,1495,1424.5,1449,1395,1450,1492.5,1495,1485,1450,1499.5,1497.5,1495
"Western Branch North","Chesapeake","VA","Virginia Beach","Chesapeake City",320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1300,1200,1275,1375,1325,1300,1350,1395,1385,1395,1395
"Summerfields","Fort Worth","TX","Dallas-Fort Worth","Tarrant",321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1395,1372.5,1300,1295,1325,1310,1345,1375,1362.5,1395,1395,1395,1395,1400,1447.5,1472.5,1395,1400
"Greenbrier West","Chesapeake","VA","Virginia Beach","Chesapeake City",322,,,,,,,,,,,,1295,1287.5,1280,1300,1325,1325,1295,1300,1450,1450,1350,1310,1200,1225,1250,1195,1200,1295,1295,1295,1285,1250,1235,1200,1250,1250,1295,1300,1300,1300,1312.5,1295,1300,1350,1350,1350,1397.5,1395,1350,1350,1300,1300,1300,1350,1340,1345,1312.5,1297.5,1342.5,1347.5,1267.5,1297.5,1300,1295,1295,1295,1300,1325,1350,1350,1395,1350,1395,1425,1400,1250,1425,1300,1350,1250,1250,1317.5,1300,1295,1300,1295,1300,1300,1342.5,1300,1250,1250,1275,1300,1375
"East Tampa","Tampa","FL","Tampa","Hillsborough",323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,995,995,995,1000,1100,1100,1100,1100,1100,1100,1125,1195,1147.5,1150,1120
"Bucktown","Chicago","IL","Chicago","Cook",324,,,,,,,,,,,,,,,,,2475,2400,2362.5,2200,2199.5,2200,2225,2350,2250,2200,2300,2350,2200,2300,2375,2400,2400,2337.5,2200,2200,2300,2172.5,2300,1950,2147.5,2200,2100,2100,2400,2318.5,2300,2350,2375,2400,2400,2500,2425,2500,2500,2475,2300,2295,2200,2350,2450,2425,2450,2450,2475,2595,2595,2495,2500,2500,2500,2500,2500,2250,2250,2500,2400,2695,2462.5,2500,2500,2400,2137.5,2400,2500,2697.5,2700,2650,2725,2700,2600,2600,2500,2595,2600,2600
"Pacific Heights","San Francisco","CA","San Francisco","San Francisco",325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600,4500,5295,5150,5045,5925,6550,5750,5500,5495,5000,5580,5200
"Diamond Head-Kapahulu-St. Louis","Honolulu","HI","Urban Honolulu","Honolulu",326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2800,2800,2800,2800,3000,3150,2800,2950,2925,3000,3000,3000,3000
"Streeterville","Chicago","IL","Chicago","Cook",327,,,,,,,,,,2300,2400,2200,1995,1770,1790,1795,1707.5,1795,1848,1900,1945,1951,1957.5,1950,1971,2027.5,2081,2200,2040,1990,1950,1900,1869,1899,1900,1960,1975,1928,1999,2051,2098,2075,2071,2048,2058,2078,2087,2093,2100,2100,2100,2100,2074,2127,2120.5,2100,2100,2100,2093,2093,2111,2099.5,2068.5,2058,2075,2068.5,2058,2068.5,2074,2048,2058,2074,2074,2078,2060.5,1980,2048,2027.5,2000,2055,2078,2074,2058,2023.5,1980,2000,2023.5,2050,2048,2063,2082.5,2076,2050,2055,2074,2078
"Point Loma Heights","San Diego","CA","San Diego","San Diego",328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,2425,2025,2095,2450,2750,2500,2650,2700,2495,2225,2300,2450
"South Reno","Reno","NV","Reno","Washoe",329,,,,,,,,,,,,,,,,,1450,1300,1297.5,1350,1350,1325,1250,1350,1250,1265,1350,1400,1377.5,1395,1395,1425,1450,1495,1475,1495,1475,1450,1395,1412.5,1550,1547.5,1499,1425,1400,1400,1450,1450,1450,1462.5,1495,1500,1500,1592.5,1595,1597,1525,1587.5,1622.5,1600,1600,1575,1595,1600,1600,1600,1597,1600,1500,1650,1597.5,1600,1625,1650,1695,1700,1700,1795,1700,1699.5,1700,1650,1650,1700,1750,1700,1799.5,1850,1865,1800,1895,1850,1800,1950,1897.5,1895
"Warrendale","Detroit","MI","Detroit","Wayne",330,,,,,,,,,,,,,,,,,,,,,650,650,650,650,662.5,650,695,675,650,650,650,650,650,675,700,695,700,700,700,700,700,700,700,700,700,700,700,725,700,700,700,750,750,740,700,725,700,700,725,725,725,750,750,750,750,750,750,750,750,750,725,700,750,750,750,750,700,735,700,712.5,700,725,725,750,750,750,750,750,750,750,750,762.5,750,750,750,750
"Hollywood Hills","Hollywood","FL","Miami-Fort Lauderdale","Broward",331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062.5,2175,2100,2100,2100,2088,2175,2000,2200,1950,2110,2250
"Sun City","Menifee","CA","Riverside","Riverside",332,,,,,,,,,,,,,,,,,,950,1000,975,1050,997.5,995,950,900,900,950,950,950,950,950,1000,1100,1050,1050,995,1000,1072.5,1100,1100,1095,1095,1095,1100,1100,1125,1100,1150,1225,1200,1200,1200,1200,1250,1200,1150,1100,1100,1050,1100,1225,1225,1225,1175,1197.5,1172.5,1285,1200,1295,1295,1200,1200,1195,1150,1175,1247.5,1295,1250,1295,1295,1300,1295,1195,1300,1297.5,1300,1295,1325,1337.5,1350,1325,1325,1300,1295,1295,1300
"McGinley Square","Jersey City","NJ","New York","Hudson",333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,1880,1900,1790,1800,1895,2100,2100,2000,2000,1895,1997.5,1995,1850
"Flour Bluff","Corpus Christi","TX","Corpus Christi","Nueces",334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1350,1397.5,1337.5,1300,1397.5,1400,1395,1375,1350,1500,1450
"South of Market","San Francisco","CA","San Francisco","San Francisco",335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3597.5,3550,3100,3250,2950,3400,3525,3500,3595,3475,3800,3550,3600,3997.5,3897.5,3745,3800,3800,3995,3900,3795,3747.5,3800,3800,3975,4000,4000,4450,4200,4550,4150,4350,4450,4350,4600,4695,4722.5,4595,4405,4200,4300,4425,4100,4195,4145,4000,4000,3800,4100,3990,3950,3600,4000,3997.5,3825,3875,3890,4099,4250,3975,3990,4000,3900,4350,4272.5
"Downtown","Stamford","CT","Stamford","Fairfield",336,,,,,,,,,,,1657,1750,1700,1800,1850,1750,1800,1800,1800,1700,1825,1812.5,1925,2175,2175,1900,1800,1800,1750,1750,1725,1725,1800,1800,1650,1750,1750,1800,1800,1965,2000,1897.5,1975,2250,2100,2000,2000,1862.5,1825,1712.5,1797.5,1850,1870,1890,1925,1885,1850,1800,1850,1794,1895,1900,1925,1999,1950,1950,1925,1850,1850,1850,1800,1800,1850,1897.5,2000,2050,2300,2112.5,1900,2100,1897.5,1900,2150,1900,1812.5,1850,1895,1885,1895,1900,2050,2100,1929,1900,1950,1950
"Prosperity Church Road","Charlotte","NC","Charlotte","Mecklenburg",337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,1350,1379.5,1359.5,1400,1497.5,1582.5,1575,1450,1427.5,1450,1440,1445,1535
"Broadmoor, Anderson Island, Shreve Isle.","Shreveport","LA","Shreveport","Caddo",338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1100,1150,1200,1200,1200,1150,1150,1100,1100,1112.5,1150,1200
"Turtle Bay","New York","NY","New York","New York",339,,,,,,,,,,3250,2999.5,3000,3150,2900,2995,3000,2925,2997.5,3200,3097.5,3300,3250,3200,3075,3000,3000,3000,3000,3100,3000,3095,3100,3200,3200,3000,3000,3000,3000,3072.5,3149.5,3100,3000,3200,3195,3250,3200,3200,3200,3400,3399.5,3400,3450,3400,3300,3287.5,3350,3300,3200,3275,3375,3300,3387.5,3350,3350,3350,3400,3400,3400,3300,3225,3200,3200,3200,3300,3250,3350,3300,3300,3200,3200,3200,3200,3025,3300,3270,3265.5,3375,3350,3350,3350,3350,3350,3200,3200,3100,3200
"Avondale","Chicago","IL","Chicago","Cook",340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2100,2100,2125,2075,2250,2450,2300,2200,2100,2050,2000,2150
"Midtown","New York","NY","New York","New York",341,,,,,,,,,3500,3500,3800,3500,2900,3100,3262.5,3300,3650,3590,3550,3750,3695,3470,3500,3500,3550,3406,3400,3395,3450,3400,3400,3500,3500,3550,3499,3495,3400,3400,3495,3500,3500,3500,3452,3450,3595,3775.5,3700,3730,3750,3800,3867,3750,3789,3719,3700,3637.5,3750,3730,3700,3800,3719,3758.5,3700,3784,3900,3850,3775.5,3800,3867,3767,3800,3800,3829,3839.5,3758.5,3758.5,3725,3719,3711,3595,3697.5,3672.5,3529,3700,3685,3650,3700,3787,3740,3727,3600,3597,3591,3595,3650,3619
"Southwest Raleigh","Raleigh","NC","Raleigh","Wake",342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,1322.5,1462.5,1550,1500,1475,1450,1350,1395,1357.5,1300,1299
"Grays Ferry","Philadelphia","PA","Philadelphia","Philadelphia",343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.5,1025,1100,1100,1000,1000,1100,1000,1000,1087.5,1100,1075,1000,1047.5,1000,1000,1087.5,1085,1100
"Astrodome Area","Houston","TX","Houston","Harris",344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.5,1047.5,1045,1042.5,1095,1250,1317,1300,1323.5,1283.5,1225,1200,1250,1225,1250,1250,1323.5,1315,1212.5,1200,1250,1200,1200,1200,1200,1200,1200,1299,1300,1310,1300,1292.5,1200,1297,1250,1200,1212.5,1175,1095,1200,1200,1200,1250,1250,1250,1200,1195,1192.5,1150,1195,1197.5,1150
"South Acres - Crestmont Park","Houston","TX","Houston","Harris",345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335,1250,1350,1375,1342.5,1300,1300,1385,1350,1332,1250,1362.5
"Nuuanu-Punchbowl","Honolulu","HI","Urban Honolulu","Honolulu",346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,1887.5,1850,1850,1900,2025,2200,2100,2075,1975,2000,1925
"Vance Jackson","San Antonio","TX","San Antonio","Bexar",347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,915,915,799,799,800,819,815,822.5,830,850,860,850,849,827.5,822.5,822.5,860,870,825,819.5,819.5,825,825,825,820,822.5,812.5,819.5,825,825,819.5,819.5,800,805,819.5,825,819,822.5,825,840,825,817,815,819.5,805,812.5,810,812.5,819.5,810,840,855,827.5,830,860,860,862.5,862.5,860,870,867.5,850,850
"Magnolia","Seattle","WA","Seattle","King",348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2922.5,3150,3175,2997.5,3095,3195,3200,2995,2800,2995,2972.5,2900
